WINNER,CRIMINALCASES,AGE,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,"OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,CATEGORY,EDUCATION
0,1.0,37.0,964227,0.0,63251,188.0,63439,3.373524857,4.760886271,1880496.0,Maharashtra,KOLHAPUR,Dr. Aruna Mohan Mali,VBA,Cup & Saucer,FEMALE,GENERAL,Post Graduate/Doctorate
1,2.5,61.0,10308401,0.0,572188,931.0,573119,33.15028305,47.47994327,1728851.0,West Bengal,KOLKATA DAKSHIN,Mala Roy,AITC,Flowers and Grass,FEMALE,GENERAL,Graduate
0,1.0,58.0,13591332,831824.0,417086,841.0,417927,24.1736853,34.62308918,1728851.0,West Bengal,KOLKATA DAKSHIN,Chandra Kumar Bose,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,53.0,12530997,3862405.0,139770,505.0,140275,8.11377036,11.62105783,1728851.0,West Bengal,KOLKATA DAKSHIN,Nandini Mukherjee,CPI(M),"Hammer, Sickle and Star",FEMALE,GENERAL,Graduate
0,0.0,44.0,219403654,15244926.875,42536,82.0,42618,2.465105437,3.530680752,1728851.0,West Bengal,KOLKATA DAKSHIN,Mita Chakraborty,INC,Hand,FEMALE,GENERAL,Graduate
1,2.0,70.0,61176355,0.0,474490,401.0,474891,32.88532092,49.95492506,1444082.0,West Bengal,KOLKATA UTTAR,BANDYOPADHYAY SUDIP,AITC,Flowers and Grass,MALE,GENERAL,Graduate
0,2.5,55.0,24520871,2057496.0,347307,489.0,347796,24.0842279,36.5854967,1444082.0,West Bengal,KOLKATA UTTAR,RAHUL (BISWAJIT) SINHA,BJP,Lotus,MALE,GENERAL,Graduate
0,1.0,50.0,7477775,1200000.0,70848,232.0,71080,4.92215816,7.477075946,1444082.0,West Bengal,KOLKATA UTTAR,KANINIKA BOSE (GHOSH),CPI(M),"Hammer, Sickle and Star",FEMALE,GENERAL,Post Graduate/Doctorate
0,0.0,57.0,75691151,0.0,26072,21.0,26093,1.806891852,2.74478535,1444082.0,West Bengal,KOLKATA UTTAR,SYED SHAHID IMAM,INC,Hand,MALE,GENERAL,Graduate
1,2.5,58.0,17500650,3270587.0,497264,2413.0,499677,38.53391634,51.56534921,1296720.0,Kerala,KOLLAM,N.K.Premachandran,RSP,Spade & Stoker,MALE,GENERAL,Graduate
0,1.0,55.0,9463866,2800000.0,347492,3329.0,350821,27.05449133,36.20380241,1296720.0,Kerala,KOLLAM,K.N.Balagopal,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate/Doctorate
0,0.0,57.0,26550000,6400000.0,102319,1020.0,103339,7.9692609039999995,10.66431239,1296720.0,Kerala,KOLLAM,Adv.K.V.Sabu,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
1,1.0,64.0,28725791,15244926.875,584997,1786.0,586783,33.78737635,49.28352876,1736693.0,Karnataka,KOPPAL,KARADI SANGANNA AMARAPPA,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,38.0,84922164,15244926.875,547573,813.0,548386,31.57645018,46.0585893,1736693.0,Karnataka,KOPPAL,K.RAJASHEKAR BASAVARAJ HITNAL,INC,Hand,MALE,GENERAL,scholl level
1,0.0,40.0,37587560,1217963.0,370434,695.0,371129,25.87375487,34.34252301,1434384.0,Odisha,KORAPUT,SAPTAGIRI SANKAR ULAKA,INC,Hand,MALE,ST,Graduate
0,0.0,33.0,40617427,0.0,366812,704.0,367516,25.62186974,34.00819307,1434384.0,Odisha,KORAPUT,KAUSALYA HIKAKA,BJD,Conch,FEMALE,ST,scholl level
0,0.0,63.0,41944825,4200000.0,206153,2245.0,208398,14.52874544,19.28416564,1434384.0,Odisha,KORAPUT,JAYARAM PANGI,BJP,Lotus,MALE,ST,scholl level
0,0.0,61.0,316000,0.0,35668,96.0,35764,2.493335118,3.309431473,1434384.0,Odisha,KORAPUT,BHASKAR MUTUKA,BSP,Elephant,MALE,ST,Graduate
0,0.0,67.0,15000,0.0,26112,5.0,26117,1.820781604,2.4167437019999998,1434384.0,Odisha,KORAPUT,DAMODARA SABAR,CPI(ML)(L),Flag with Three Stars,MALE,ST,scholl level
0,0.0,45.0,170000,0.0,18842,7.0,18849,1.314083258,1.744197344,1434384.0,Odisha,KORAPUT,BANAMALI MAJHI,APoI,Coat,MALE,ST,Post Graduate/Doctorate
0,1.0,27.0,565,0.0,15826,1.0,15827,1.103400484,1.4645557519999999,1434384.0,Odisha,KORAPUT,RAJENDRA KENDRUKA,CPIM,Saw,MALE,ST,scholl level
1,0.0,65.0,150639697,0.0,522671,639.0,523310,34.68293524,46.00838914,1508840.0,Chhattisgarh,KORBA,JYOTSNA CHARANDAS MAHANT,INC,Hand,FEMALE,GENERAL,Post Graduate/Doctorate
0,0.0,52.0,17097616,295672.0,495960,1101.0,497061,32.94325442,43.70062853,1508840.0,Chhattisgarh,KORBA,JYOTI NAND DUBEY,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,45.0,2713663,0.0,37371,46.0,37417,2.479852072,3.2896292760000003,1508840.0,Chhattisgarh,KORBA,TULESHWAR HIRASINGH MARKAM,GGP,Saw,MALE,ST,Graduate
0,1.0,45.0,6504950,840000.0,15841,39.0,15880,1.052464145,1.396138464,1508840.0,Chhattisgarh,KORBA,PARMIT SINGH,BSP,Elephant,MALE,GENERAL,scholl level
0,0.0,44.0,1874834,0.0,13694,1.0,13695,0.907650911,1.204037548,1508840.0,Chhattisgarh,KORBA,LAKHAN LAL DEWANGAN,IND,Cauliflower,MALE,GENERAL,scholl level
1,1.0,56.0,48347737,0.0,796071,3718.25,800051,41.07016904,58.48633846,1948010.0,Rajasthan,KOTA,OM BIRLA,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,75.0,80157459,13137155.0,517559,2815.0,520374,26.71310722,38.04103725,1948010.0,Rajasthan,KOTA,RAMNARAIN MEENA,INC,Hand,MALE,ST,Graduate
1,0.0,66.0,26027478,495778.0,420294,752.0,421046,34.89240887,46.23586721,1206698.0,Kerala,KOTTAYAM,Thomas Chazhikadan,KEC(M),Two Leaves,MALE,GENERAL,Graduate
0,0.0,64.0,7361071,637399.0,313492,1295.0,314787,26.08664305,34.56736302,1206698.0,Kerala,KOTTAYAM,V.N. Vasavan,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,scholl level
0,2.5,68.0,27643705,4036712.0,154658,477.0,155135,12.85615788,17.0356713,1206698.0,Kerala,KOTTAYAM,Adv. P.C Thomas,KEC,Television,MALE,GENERAL,Graduate
1,1.0,66.0,12502009,3174805.0,491835,1609.0,493444,37.43816501,45.82154776,1318024.0,Kerala,KOZHIKODE,M.K.RAGHAVAN,INC,Hand,MALE,GENERAL,Graduate
0,1.0,55.0,11915342,2079872.0,406075,2144.0,408219,30.97204603,37.9074959,1318024.0,Kerala,KOZHIKODE,A.PRADEEP KUMAR,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,scholl level
0,2.5,39.0,3524377,343064.0,160352,864.0,161216,12.23164373,14.97062817,1318024.0,Kerala,KOZHIKODE,Adv.PRAKASH BABU,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
1,2.5,58.0,121087979,15244926.875,609396,1902.0,611298,39.94357046,52.59504437,1530404.0,Tamil Nadu,KRISHNAGIRI,Dr.A.CHELLAKUMAR,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,67.0,115619769,0.0,453388,1145.0,454533,29.70019681,39.10724933,1530404.0,Tamil Nadu,KRISHNAGIRI,K.P.MUNUSAMY,AIADMK,Two Leaves,MALE,GENERAL,Graduate
0,0.0,37.0,10336958,1400000.0,27757,243.0,28000,1.829582254,2.409072567,1530404.0,Tamil Nadu,KRISHNAGIRI,MADHUSOODHANAN.N,NTK,Ganna Kisan,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,50.0,1300000,0.0,16895,100.0,16995,1.110491086,1.46222101,1530404.0,Tamil Nadu,KRISHNAGIRI,SRI KARUNYA SUBRAHMANYAM,MNM,Battery Torch,MALE,GENERAL,Graduate
1,0.0,44.0,26495250,671138.0,613652,1220.0,614872,37.68295359,44.992796000000006,1631698.0,West Bengal,KRISHNANAGAR,MAHUA MOITRA,AITC,Flowers and Grass,FEMALE,GENERAL,Graduate
0,0.0,40.0,22072625,1603339.0,548248,3406.0,551654,33.80858468,40.36686641,1631698.0,West Bengal,KRISHNANAGAR,KALYAN CHAUBEY,BJP,Lotus,MALE,GENERAL,scholl level
0,1.0,57.0,14839130,290686.0,120016,206.0,120222,7.367907542,8.7971544,1631698.0,West Bengal,KRISHNANAGAR,JHA SHANTANU,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate/Doctorate
0,0.0,70.0,10054478,0.0,38116,189.0,38305,2.347554511,2.802939556,1631698.0,West Bengal,KRISHNANAGAR,INTAJ ALI SHAH,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
1,0.0,52.0,219403654,15244926.875,603098,2364.0,605462,38.49068886,50.85044412,1573009.0,Andhra Pradesh,KURNOOL,AYUSHMAN DOCTOR SANJEEV KUMAR,YSRCP,Ceiling Fan,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,67.0,174762674,1450000.0,453071,3324.0,456395,29.01413787,38.33087534,1573009.0,Andhra Pradesh,KURNOOL,KOTLA JAYA SURYA PRAKASH REDDY,TDP,Bicycle,MALE,GENERAL,Graduate
0,0.0,42.0,158831414,0.0,36411,89.0,36500,2.32039359,3.0654957869999997,1573009.0,Andhra Pradesh,KURNOOL,AHMED ALI KHAN,INC,Hand,MALE,GENERAL,scholl level
0,0.0,48.0,219403654,15244926.875,24177,241.0,24418,1.552311525,2.0507746890000003,1573009.0,Andhra Pradesh,KURNOOL,Dr. PARTHASARATHI VALMIKI,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,1.0,58.0,1659077,85000.0,18964,101.0,19065,1.212008323,1.601196635,1573009.0,Andhra Pradesh,KURNOOL,K. PRABHAKARA REDDY,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Graduate
1,0.0,49.0,35785621,5720000.0,686588,2041.0,688629,41.55038058,55.93312026,1657335.0,Haryana,KURUKSHETRA,NAYAB SINGH,BJP,Lotus,MALE,GENERAL,Graduate
0,1.0,66.0,126385687,704496.0,303722,316.0,304038,18.34499362,24.69514647,1657335.0,Haryana,KURUKSHETRA,NIRMAL SINGH,INC,Hand,MALE,GENERAL,Graduate
0,0.0,59.0,54861000,0.0,75533,92.0,75625,4.563048509,6.142556034,1657335.0,Haryana,KURUKSHETRA,SHASHI,BSP,Elephant,FEMALE,GENERAL,Graduate
0,0.0,57.0,134293739,4373215.0,68437,76.0,68513,4.133925851,5.564891789,1657335.0,Haryana,KURUKSHETRA,JAI BHAGWAN SHARMA (DD),JNJP,Chappals,MALE,GENERAL,Graduate
0,0.0,26.0,63059996,1748226.0,60574,105.0,60679,3.6612392789999997,4.928583902,1657335.0,Haryana,KURUKSHETRA,ARJUN SINGH CHAUTALA,INLD,Spectacles,MALE,GENERAL,scholl level
1,2.0,50.0,21860780,316847.0,595508,1531.0,597039,33.8925523,56.68222715,1761564.0,Uttar Pradesh,KUSHI NAGAR,VIJAY KUMAR DUBEY,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,65.0,37474062,4000000.0,257776,1703.0,259479,14.73003535,24.63465137,1761564.0,Uttar Pradesh,KUSHI NAGAR,N.P. KUSHWAHA ALIAS NATHUNI PRASAD KUSHWAHA,SP,Bicycle,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,55.0,219403654,0.0,145495,656.0,146151,8.296661376,13.87541548,1761564.0,Uttar Pradesh,KUSHI NAGAR,KUNWER RATANJIT PRATAP NARAYAN SINGH,INC,Hand,MALE,GENERAL,Graduate
1,1.0,33.0,981904,0.0,41315,1599.0,42914,23.94326906,33.69768355,1090903.625,Jammu & Kashmir,LADAKH,Jamyang Tsering Namgyal,BJP,Lotus,MALE,ST,Graduate
0,0.0,37.0,109000,0.0,31552,432.0,31984,17.84502767,25.1150373,1090903.625,Jammu & Kashmir,LADAKH,Sajjad Hussain,IND,Battery torch,MALE,ST,Post Graduate/Doctorate
0,0.0,54.0,2729608,0.0,29069,296.0,29365,16.38379307,23.058500199999997,1090903.625,Jammu & Kashmir,LADAKH,Asgar Ali Karbalai,IND,Cup & Saucer,MALE,ST,scholl level
0,0.0,61.0,58318908,8765000.0,20447,794.0,21241,11.85112034,16.67923047,1090903.625,Jammu & Kashmir,LADAKH,Rigzin Spalbar,INC,Hand,MALE,ST,Graduate
1,0.0,53.0,14307978,5839285.0,774017,2389.0,776406,45.45667978,60.47011176,1708013.0,Assam,LAKHIMPUR,PRADAN BARUAH,BJP,Lotus,MALE,ST,scholl level
0,0.0,51.0,51185000,0.0,425002,853.0,425855,24.93277276,33.16756883,1708013.0,Assam,LAKHIMPUR,ANIL BORGOHAIN,INC,Hand,MALE,GENERAL,scholl level
0,0.0,51.0,2519069,0.0,13357,21.0,13378,0.7832493079999999,1.041940886,1708013.0,Assam,LAKHIMPUR,ARUP KALITA,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,Graduate
1,2.0,43.0,938641,0.0,22796,55.0,22851,41.40499012,48.59226811,1090903.625,Lakshadweep,LAKSHADWEEP,MOHAMMED FAIZAL PP,NCP,Clock,MALE,ST,Post Graduate/Doctorate
0,0.0,36.0,95047817,445771.0,21980,48.0,22028,39.91375093,46.84217242,1090903.625,Lakshadweep,LAKSHADWEEP,HAMDULLAH SAYEED,INC,Hand,MALE,ST,Graduate
0,0.0,64.0,49783111,2887460.0,1339,3.0,1342,2.4316439869999997,2.853740484,1090903.625,Lakshadweep,LAKSHADWEEP,DR. MOHAMMED SADIQUE KP,JD(U),Arrow,MALE,ST,Post Graduate/Doctorate
1,0.0,44.0,88451770,0.0,517545,1275.0,518820,29.61335175,53.98391782,1751980.0,Uttar Pradesh,LALGANJ,Sangeeta Azad,BSP,Elephant,FEMALE,SC,Graduate
0,1.0,43.0,46688371,4550000.0,356328,895.0,357223,20.3896734,37.16953293,1751980.0,Uttar Pradesh,LALGANJ,Neelam Sonker,BJP,Lotus,FEMALE,SC,Post Graduate/Doctorate
0,0.0,45.0,177000,570570.0,17924,3.0,17927,1.023242274,1.8653284280000002,1751980.0,Uttar Pradesh,LALGANJ,Dr. Deelip Kumar Saroj,SBSP,Walking Stick,MALE,SC,Post Graduate/Doctorate
0,2.5,29.0,4615570,1743219.0,17603,27.0,17630,1.0062900259999998,1.8344251790000001,1751980.0,Uttar Pradesh,LALGANJ,Pankaj Mohan Sonkar,INC,Hand,MALE,SC,Graduate
1,0.0,57.0,219403654,15244926.875,657590,3718.25,661495,35.06175208,56.14983248,1886657.0,Maharashtra,LATUR,Sudhakar Tukaram Shrangare,BJP,Lotus,MALE,SC,scholl level
0,0.0,59.0,125045318,15244926.875,370835,1549.0,372384,19.73776897,31.60915686,1886657.0,Maharashtra,LATUR,Kamant Machhindra Gunwantrao,INC,Hand,MALE,SC,Post Graduate/Doctorate
0,0.0,59.0,14323873,540000.0,111780,475.0,112255,5.949942146000001,9.528567027000001,1886657.0,Maharashtra,LATUR,Ram Garkar,VBA,Whistle,MALE,SC,Post Graduate/Doctorate
1,0.0,52.0,12947303,525000.0,369527,2068.0,371595,30.10606942,45.40688957,1234286.0,Jharkhand,LOHARDAGA,SUDARSHAN BHAGAT,BJP,Lotus,MALE,ST,Graduate
0,1.0,57.0,21094142,3935029.0,360068,1164.0,361232,29.26647471,44.14058729,1234286.0,Jharkhand,LOHARDAGA,SUKHDEO BHAGAT,INC,Hand,MALE,ST,Post Graduate/Doctorate
0,1.0,53.0,22679920,2400000.0,19397,149.0,19546,1.5835875959999999,2.388414978,1234286.0,Jharkhand,LOHARDAGA,DEOKUMAR DHAN,JKP,Basket containing Fruits,MALE,ST,Graduate
0,0.0,41.0,1352000,0.0,10658,5.0,10663,0.863900263,1.302960652,1234286.0,Jharkhand,LOHARDAGA,SANJAY ORAON,IND,Air Conditioner,MALE,ST,scholl level
0,0.0,26.0,9232000,800000.0,9500,143.0,9643,0.781261393,1.178322195,1234286.0,Jharkhand,LOHARDAGA,DINESH ORAON,AITC,Flowers and Grass,MALE,ST,scholl level
0,0.0,47.0,1804321,250000.0,8948,2.0,8950,0.725115573,1.093641361,1234286.0,Jharkhand,LOHARDAGA,RAGHUNATH MAHLI,IND,Tractor Chalata Kisan,MALE,ST,scholl level
1,0.0,67.0,51492709,0.0,627881,3718.25,633026,31.0251048,56.64003293,2040367.0,Uttar Pradesh,LUCKNOW,Rajnath Singh,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,1.0,68.0,219403654,15244926.875,282858,2866.0,285724,14.00355916,25.56516915,2040367.0,Uttar Pradesh,LUCKNOW,Poonam Shatrughan Sinha,SP,Bicycle,FEMALE,GENERAL,Graduate
0,0.0,56.0,49765383,0.0,178904,1107.0,180011,8.822481446,16.1064932,2040367.0,Uttar Pradesh,LUCKNOW,Acharya Pramod Krishnam,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
1,2.5,43.0,54281096,3331266.0,383284,511.0,383795,22.79981584,36.65576276,1683325.0,Punjab,LUDHIANA,RAVNEET SINGH BITTU,INC,Hand,MALE,GENERAL,scholl level
0,2.5,48.0,123412923,12443000.0,306786,637.0,307423,18.26284289,29.36157207,1683325.0,Punjab,LUDHIANA,SIMARJEET SINGH BAINS,LIP,Letter Box,MALE,GENERAL,Graduate
0,0.0,69.0,41621765,0.0,298963,472.0,299435,17.78830588,28.59864855,1683325.0,Punjab,LUDHIANA,MAHESHINDER SINGH GREWAL,SAD,Scales,MALE,GENERAL,Graduate
0,0.0,32.0,1902817,0.0,15794,151.0,15945,0.9472324120000001,1.5228862730000001,1683325.0,Punjab,LUDHIANA,PROF. TEJ PAL SINGH GILL,AAP,Broom,MALE,GENERAL,Post Graduate/Doctorate
1,0.0,58.0,219403654,11194163.0,487093,1304.0,488397,26.42403368,47.16943047,1848306.0,Uttar Pradesh,MACHHLISHAHR,Bholanath (B.P. Saroj),BJP,Lotus,MALE,SC,Graduate
0,1.0,70.0,102095537,11700000.0,486763,1453.0,488216,26.41424093,47.15194947,1848306.0,Uttar Pradesh,MACHHLISHAHR,Tribhuvan Ram (T.Ram),BSP,Elephant,MALE,SC,Graduate
0,0.0,70.0,4441330,0.0,11212,11.0,11223,0.607204651,1.083918448,1848306.0,Uttar Pradesh,MACHHLISHAHR,Raj Nath,SBSP,Walking Stick,MALE,SC,Post Graduate/Doctorate
1,2.0,50.0,219403654,15244926.875,567592,3718.25,572850,38.88086106,45.99165671,1473347.0,Andhra Pradesh,MACHILIPATNAM,BALASHOWRY VALLABHANENI,YSRCP,Ceiling Fan,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,68.0,58649214,15244926.875,509887,2725.0,512612,34.79234695,41.155407399999994,1473347.0,Andhra Pradesh,MACHILIPATNAM,KONAKALLA NARAYANA RAO,TDP,Bicycle,MALE,GENERAL,scholl level
0,0.0,44.0,100800000,15244926.875,112566,876.0,113442,7.699611836,9.107769086000001,1473347.0,Andhra Pradesh,MACHILIPATNAM,BANDREDDI RAMAKRISHNA,JnP,Glass Tumbler,MALE,GENERAL,Post Graduate/Doctorate
1,2.0,42.0,219403654,15244926.875,583191,3123.0,586314,30.70391616,48.14443478,1909574.0,Maharashtra,MADHA,Ranjeetsinha Hindurao Naik- Nimbalkar,BJP,Lotus,MALE,GENERAL,scholl level
0,1.0,50.0,219403654,15244926.875,498441,2109.0,500550,26.21265266,41.10203207,1909574.0,Maharashtra,MADHA,Sanjaymama Vitthalrao Shinde,NCP,Clock,MALE,GENERAL,Graduate
0,1.0,78.0,19159126,1606630.0,51349,183.0,51532,2.6986123610000003,4.231485199,1909574.0,Maharashtra,MADHA,Adv. Vijayrao More,VBA,Key,MALE,GENERAL,Graduate
0,0.0,43.0,62512874,15244926.875,12859,10.0,12869,0.673919942,1.056721708,1909574.0,Maharashtra,MADHA,Daulat Umaji Shitole,IND,Tent,MALE,GENERAL,scholl level
1,1.0,67.0,37420953,700000.0,623460,874.0,624334,33.12322303,54.40098566,1884883.0,Bihar,MADHEPURA,Dinesh Chandra Yadav,JD(U),Arrow,MALE,GENERAL,Graduate
0,2.5,71.0,81533690,0.0,322410,397.0,322807,17.12610279,28.12760314,1884883.0,Bihar,MADHEPURA,Sharad Yadav,RJD,Hurricane Lamp,MALE,GENERAL,Graduate
0,2.5,51.0,119543561,15244926.875,97466,165.0,97631,5.179684893,8.507021292000001,1884883.0,Bihar,MADHEPURA,Rajesh Ranjan @ Pappu Yadav,JAPL,HOCKEY & BALL,MALE,GENERAL,Graduate
0,0.0,57.0,11276322,0.0,17573,11.0,17584,0.9328960999999999,1.5321717730000002,1884883.0,Bihar,MADHEPURA,Suman Kumar Jha,IND,COCONUT FARM,MALE,GENERAL,Post Graduate/Doctorate
1,1.0,49.0,46699125,7892847.0,594811,1032.0,595843,33.23536729,61.76420588,1792798.0,Bihar,MADHUBANI,ASHOK KUMAR YADAV,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,46.0,0,0.0,140705,198.0,140903,7.85939074,14.605797,1792798.0,Bihar,MADHUBANI,BADRI KUMAR PURBEY,VSIP,Boat with Man and Sail,MALE,GENERAL,Illiterate
0,1.0,63.0,26802196,0.0,131416,114.0,131530,7.336576681,13.63420565,1792798.0,Bihar,MADHUBANI,DR. SHAKEEL AHMAD,IND,Helicopter,MALE,GENERAL,Graduate
0,0.0,57.0,10874083,0.0,14254,0.0,14254,0.795070053,1.4775486,1792798.0,Bihar,MADHUBANI,HEMA JHA,IND,Bat,FEMALE,GENERAL,scholl level
0,0.0,30.0,757606,0.0,12491,1.0,12492,0.696787926,1.294902281,1792798.0,Bihar,MADHUBANI,ABUBAKAR RAHMANI,IND,Almirah,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,39.0,189200,0.0,10109,18.0,10127,0.564871224,1.049749872,1792798.0,Bihar,MADHUBANI,ANAND KUMAR JHA,AKBMP,DIAMOND,MALE,GENERAL,Post Graduate/Doctorate
1,0.0,49.0,1811456,0.0,444152,2923.0,447075,29.04921684,43.95490413,1539026.0,Tamil Nadu,MADURAI,VENKATESAN S,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,scholl level
0,0.0,36.0,32239213,8700000.0,307033,647.0,307680,19.99186498,30.2500585,1539026.0,Tamil Nadu,MADURAI,RAJ SATYEN V.V.R,AIADMK,Two Leaves,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,42.0,28787054,330000.0,85318,429.0,85747,5.571510813,8.430355453999999,1539026.0,Tamil Nadu,MADURAI,DAVID ANNADURAI K,IND,Gift Pack,MALE,GENERAL,Graduate
0,0.0,52.0,6297227,4676374.0,84842,206.0,85048,5.526092477000001,8.361632135,1539026.0,Tamil Nadu,MADURAI,ALAGAR M,MNM,Battery Torch,MALE,GENERAL,Graduate
0,0.0,38.0,175000,0.0,42721,180.0,42901,2.787542251,4.217881434,1539026.0,Tamil Nadu,MADURAI,PANDIAMMAL J,NTK,Ganna Kisan,FEMALE,GENERAL,Post Graduate/Doctorate
1,1.0,39.0,19731269,1252068.0,461824,285.0,462109,32.44270334,46.97628461,1424385.0,Telangana,MAHABUBABAD,Kavitha Malothu,TRS,Car,FEMALE,ST,Graduate
0,1.0,55.0,43570110,15244926.875,315262,184.0,315446,22.146119199999998,32.06706875,1424385.0,Telangana,MAHABUBABAD,Balaram Naik Porika,INC,Hand,MALE,ST,scholl level
0,1.0,33.0,0,0.0,56969,104.0,57073,4.00685208,5.801829203,1424385.0,Telangana,MAHABUBABAD,Arun Kumar Mypathi,TJS,BOX,MALE,ST,Post Graduate/Doctorate
0,0.0,45.0,676200,0.0,45694,25.0,45719,3.2097361319999997,4.6476237330000005,1424385.0,Telangana,MAHABUBABAD,Kalluri. Venkateswara Rao.,CPI(M),Ears of Corn And Sickle,MALE,ST,scholl level
0,0.0,37.0,29043582,9000000.0,25333,154.0,25487,1.789333642,2.590913758,1424385.0,Telangana,MAHABUBABAD,Jatothu Hussain,BJP,Lotus,MALE,ST,Graduate
0,0.0,38.0,2750000,1025000.0,14865,1.0,14866,1.0436785,1.511222346,1424385.0,Telangana,MAHABUBABAD,Balu Nayak Bhukya,IND,Camera,MALE,ST,Post Graduate/Doctorate
0,0.0,49.0,596000,0.0,11054,4.0,11058,0.77633505,1.124115209,1424385.0,Telangana,MAHABUBABAD,Uke Kousalya,IND,Scissors,FEMALE,ST,scholl level
1,2.5,54.0,219403654,4483048.0,725557,792.0,726349,37.92137237,59.18634251,1915408.0,Uttar Pradesh,MAHARAJGANJ,PANKAJ CHOUDHARY,BJP,Lotus,MALE,GENERAL,scholl level
1,2.5,55.0,10451986,376000.0,543523,2829.0,546352,30.22246217,56.1519195,1807768.0,Bihar,MAHARAJGANJ,"Janardan Singh 'Sigriwal""",BJP,Lotus,MALE,GENERAL,Graduate
0,2.5,36.0,39112311,6266511.0,314803,777.0,315580,17.45688606,32.43407685,1807768.0,Bihar,MAHARAJGANJ,Randhir Kumar Singh,RJD,Hurricane Lamp,MALE,GENERAL,scholl level
0,2.5,55.0,82263380,0.0,385592,333.0,385925,20.14844879,31.4469893,1915408.0,Uttar Pradesh,MAHARAJGANJ,AKHILESH,SP,Bicycle,MALE,GENERAL,Graduate
0,0.0,41.0,85042997,7395000.0,72449,67.0,72516,3.785929682,5.908945717999999,1915408.0,Uttar Pradesh,MAHARAJGANJ,SUPRIYA SHRINATE,INC,Hand,FEMALE,GENERAL,Post Graduate/Doctorate
0,2.5,51.0,79825395,15244926.875,24913,126.0,25039,1.385078174,2.573410388,1807768.0,Bihar,MAHARAJGANJ,Anirudh Prasad alias Sadhu Yadav,BSP,Elephant,MALE,GENERAL,Graduate
0,0.0,47.0,35623127,1547000.0,20495,2.0,20497,1.13382912,2.1066014109999998,1807768.0,Bihar,MAHARAJGANJ,M.K. Singh Rathour,IND,Cauliflower,MALE,GENERAL,Graduate
0,1.0,67.0,13459000,950000.0,13135,2.0,13137,0.7266972309999999,1.350169426,1807768.0,Bihar,MAHARAJGANJ,Dr. Shree Bhagwan Singh,IND,Whistle,MALE,GENERAL,Graduate
1,0.0,51.0,17591683,1383014.0,614924,1656.0,616580,37.64337273,50.42497876,1637951.0,Chhattisgarh,MAHASAMUND,CHUNNI LAL SAHU,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,66.0,92123717,106791.0,525229,840.0,526069,32.11750535,43.02283264,1637951.0,Chhattisgarh,MAHASAMUND,DHANENDRA SAHU,INC,Hand,MALE,GENERAL,scholl level
0,1.0,33.0,3775400,0.0,15488,3.0,15491,0.945754788,1.2668807709999999,1637951.0,Chhattisgarh,MAHASAMUND,DEVENDAR SINGH THAKUR (RAJPUT),IND,Glass Tumbler,MALE,GENERAL,scholl level
1,0.0,60.0,63353123,4569251.0,411241,161.0,411402,27.31567981,41.77658268,1506102.0,Telangana,MAHBUBNAGAR,MANNE SRINIVAS REDDY,TRS,Car,MALE,GENERAL,scholl level
0,2.0,59.0,219403654,15244926.875,333121,452.0,333573,22.14810152,33.87329185,1506102.0,Telangana,MAHBUBNAGAR,ARUNA D.K,BJP,Lotus,FEMALE,GENERAL,scholl level
0,2.5,38.0,15759063,1722846.0,193513,118.0,193631,12.85643336,19.662620699999998,1506102.0,Telangana,MAHBUBNAGAR,CHALLA VAMSHI CHAND REDDY,INC,Hand,MALE,GENERAL,scholl level
